"Ulke" "Z_1" "Z_2" "Z_3" "Z_4" "Z_5" "O_1" "O_2" "O_3" "O_4" "O_5" "O_6" "O_7" "O_8"
840 3 2 3 3 2 2 3 3 3 2 3 3 4
840 3 2 3 3 4 3 4 2 3 2 2 3 2
840 2 2 2 2 2 3 3 3 3 3 3 2 3
840 3 2 3 3 2 NA NA NA NA NA NA NA NA
840 3 2 3 3 3 2 1 3 2 2 3 2 2
840 3 2 2 3 3 2 2 2 3 1 1 3 3
840 2 2 2 2 2 2 2 2 2 2 2 NA 2
840 2 1 2 2 2 3 2 2 3 2 3 3 3
840 3 2 2 3 3 3 1 2 2 3 3 3 4
840 3 2 3 2 3 3 2 3 2 2 2 2 3
840 3 3 3 3 3 3 2 3 3 2 2 4 3
840 3 2 3 3 3 2 1 2 2 2 3 3 3
840 3 2 3 3 3 2 2 3 2 2 2 3 3
840 1 1 1 1 1 NA NA NA NA NA NA NA NA
840 3 3 3 3 3 2 2 2 2 NA 2 2 2
840 3 2 3 3 3 2 2 4 4 2 2 4 4
840 2 2 2 3 2 4 4 2 2 1 4 2 4
840 4 2 3 3 3 3 3 3 3 3 3 3 3
840 2 2 2 2 2 2 2 2 2 2 1 1 1
840 1 1 1 1 1 3 3 3 3 3 3 3 3
840 2 2 2 2 3 2 2 2 2 2 2 3 2
840 3 3 3 3 3 1 2 2 2 1 2 2 2
840 3 3 3 3 3 2 1 1 2 2 3 3 3
840 3 3 3 3 2 NA NA NA NA NA NA NA NA
840 3 1 1 1 2 2 3 2 2 3 3 3 2
840 4 4 4 4 4 1 1 1 1 1 1 1 1
840 2 2 3 3 NA NA NA NA NA NA NA NA NA
840 2 2 2 2 2 2 2 1 3 2 2 2 3
840 4 3 3 4 4 2 3 2 2 1 2 1 3
840 2 2 2 3 3 3 3 3 2 2 4 4 4
840 3 3 2 3 3 2 1 2 1 1 1 1 3
840 3 3 3 3 3 3 3 4 4 2 3 2 4
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 2 2 2 3 2 NA NA NA NA NA NA NA NA
840 2 2 2 3 2 3 4 4 4 3 4 4 4
840 4 4 4 4 4 1 1 1 2 1 2 1 2
840 2 2 2 2 2 1 2 2 2 2 2 2 4
840 2 2 3 3 3 3 3 2 3 2 3 3 3
840 3 2 3 2 2 4 4 4 4 3 4 4 4
840 3 1 4 4 3 3 3 3 3 3 3 3 3
840 3 3 3 3 3 1 1 1 1 1 1 1 1
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 4 4 4 4 4 1 1 2 1 1 2 2 2
840 4 4 4 4 4 2 2 2 2 2 2 2 2
840 2 2 2 2 2 2 2 2 2 2 NA 2 2
840 2 2 2 2 2 3 3 3 3 2 3 2 3
840 3 2 3 3 2 3 3 3 3 3 3 3 3
840 1 1 1 1 1 3 3 3 2 1 2 3 3
840 3 2 3 3 3 1 2 2 3 1 1 1 1
840 3 3 3 3 3 2 1 3 2 2 4 3 4
840 3 3 2 3 3 3 2 3 3 2 2 2 3
840 3 3 3 3 3 3 3 3 3 2 4 4 2
840 3 2 2 4 3 3 3 2 3 2 3 1 3
840 1 1 1 1 1 1 1 1 1 1 1 1 1
840 3 2 3 3 3 1 1 1 2 1 2 3 3
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 3 3 3 3 3 2 2 3 2 2 2 2 2
840 3 3 3 3 3 2 2 2 3 2 2 2 4
840 3 4 3 3 3 1 2 3 2 2 3 2 4
840 3 3 3 4 4 2 2 2 3 1 2 3 2
840 4 3 4 4 4 1 1 1 1 2 1 NA 1
840 4 3 3 3 3 1 1 2 2 2 2 2 2
840 3 3 3 3 3 2 3 NA 3 3 2 2 3
840 2 3 2 3 2 3 3 2 3 3 3 2 3
840 4 4 4 4 4 1 1 1 1 1 2 1 1
840 3 2 3 3 3 2 1 3 3 2 1 2 2
840 3 2 2 3 2 2 2 3 4 3 3 4 4
840 1 1 2 2 2 2 2 2 2 2 2 2 2
840 3 2 3 3 3 2 3 3 3 2 3 3 3
840 3 4 4 4 4 1 1 2 3 3 3 2 2
840 4 3 4 3 3 1 1 2 2 2 2 2 3
840 3 2 2 3 3 1 1 3 1 3 3 2 3
840 3 2 3 3 2 4 4 4 4 4 3 3 3
840 2 2 2 2 2 2 2 2 2 2 2 2 2
840 4 4 4 4 4 2 1 1 1 1 1 1 1
840 4 4 4 4 4 1 1 2 2 2 2 2 2
840 3 2 3 3 3 2 1 2 3 1 2 2 3
840 3 2 3 3 3 2 3 3 3 3 2 3 3
840 3 3 3 3 3 1 2 3 2 1 1 2 2
840 2 2 3 3 3 2 1 1 2 3 2 2 3
840 3 3 3 3 3 2 1 2 1 1 1 2 1
840 3 3 3 3 3 2 2 3 2 2 2 3 3
840 1 1 2 2 3 3 1 1 2 1 2 1 1
840 4 4 4 4 4 2 1 1 2 1 3 1 1
840 3 2 3 3 3 2 1 1 2 2 1 2 3
840 3 4 4 3 3 2 1 1 2 2 2 1 2
840 3 3 3 3 3 2 1 1 2 1 1 1 1
840 4 4 4 4 4 1 1 1 1 1 2 1 2
840 3 3 3 3 3 3 3 3 2 2 3 3 3
840 1 1 1 1 1 3 3 3 3 3 3 3 3
840 4 4 4 4 4 1 1 1 1 1 1 2 1
840 NA 2 3 3 3 2 2 2 2 2 2 2 3
840 4 3 3 4 4 2 2 2 3 2 3 1 2
840 4 4 4 4 4 1 1 1 2 1 1 1 3
840 2 3 2 3 2 1 2 1 2 3 2 2 3
840 4 4 4 4 4 2 2 2 2 2 2 2 2
840 4 4 4 4 4 1 2 1 2 2 1 3 1
840 3 2 2 3 2 3 3 3 3 NA 2 2 2
840 4 3 3 3 3 2 1 3 2 2 2 3 4
840 2 2 2 2 2 3 4 3 3 2 2 3 4
840 2 3 2 3 2 2 2 2 2 2 2 2 2
840 3 3 3 3 3 2 1 2 2 2 2 2 3
840 1 1 1 1 1 2 2 2 2 2 2 2 2
840 3 2 3 3 3 3 NA 2 3 2 3 NA 4
840 3 2 3 3 3 3 2 2 2 2 3 4 3
840 3 3 3 3 3 2 3 3 4 2 2 3 4
840 4 3 4 4 4 3 3 3 3 1 3 3 4
840 3 3 3 3 3 1 1 1 2 2 2 2 2
840 2 2 2 3 3 2 2 1 2 1 2 1 2
840 3 2 2 3 3 NA NA NA NA NA NA NA NA
840 1 1 1 1 1 1 2 3 2 1 1 2 2
840 2 2 2 2 2 NA NA NA NA NA NA NA NA
840 4 4 4 4 4 4 NA 1 2 1 1 1 4
840 2 2 2 2 2 2 2 2 2 3 3 3 3
840 3 3 3 3 3 2 2 1 2 1 2 3 1
840 3 2 3 3 2 3 2 2 2 2 2 2 2
840 4 4 4 4 2 1 2 1 1 1 1 1 2
840 3 2 3 3 3 2 2 3 3 1 2 2 3
840 4 4 4 4 4 1 1 1 1 1 2 1 1
840 3 3 3 3 3 2 2 2 2 1 2 2 2
840 3 2 3 3 2 3 3 3 3 3 3 3 3
840 2 2 2 2 2 1 2 3 4 3 2 1 2
840 3 3 3 3 3 4 4 3 3 3 3 3 3
840 3 3 3 3 3 2 1 3 3 1 2 1 3
840 3 3 3 3 2 1 3 2 3 3 4 2 3
840 2 2 2 2 2 1 3 1 1 1 3 2 4
840 3 3 3 3 3 2 1 1 2 3 2 1 1
840 2 3 2 3 2 2 2 3 3 2 2 2 3
840 3 4 4 4 4 2 2 2 3 1 2 1 4
840 2 2 2 2 3 2 2 3 3 2 4 2 4
840 4 3 4 4 4 1 1 1 2 1 2 3 3
840 2 2 2 2 2 3 2 3 3 2 2 3 3
840 4 4 3 4 4 1 1 1 1 1 1 1 1
840 2 2 2 2 2 3 1 3 2 3 4 2 2
840 3 3 3 3 2 2 2 2 4 1 2 1 3
840 1 1 1 1 1 2 2 2 1 1 3 4 3
840 3 3 3 3 3 3 1 2 1 1 2 1 1
840 3 2 3 2 2 4 3 3 2 2 3 4 3
840 1 1 1 1 1 2 NA 2 2 1 NA 1 NA
840 1 2 3 3 2 1 1 1 3 1 1 2 2
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 4 4 4 4 4 1 1 1 1 1 1 1 1
840 4 4 4 4 4 1 1 2 2 NA 1 1 1
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 3 3 3 4 3 1 1 1 2 1 2 1 2
840 1 1 1 1 NA 4 4 4 4 4 4 4 4
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 4 3 3 3 3 2 2 2 2 3 3 2 2
840 4 3 3 4 4 1 1 NA 2 2 1 2 NA
840 3 2 2 2 2 3 2 3 3 2 3 4 4
840 4 4 4 3 3 1 3 3 3 4 3 NA 3
840 3 3 2 3 3 4 NA 4 2 NA 1 3 4
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 4 4 4 4 4 1 2 3 4 3 2 1 2
840 3 2 2 3 3 2 1 2 2 2 2 3 3
840 3 3 3 3 3 1 NA 1 2 2 1 2 2
840 4 3 4 4 4 2 1 2 1 1 2 2 1
840 1 1 1 1 3 3 2 3 3 2 NA 4 3
840 3 4 3 4 3 1 2 1 1 1 2 1 2
840 3 2 3 4 2 2 2 3 NA 2 3 2 3
840 2 2 2 2 2 2 2 2 2 2 2 2 3
840 3 3 3 3 3 2 2 4 4 2 4 4 4
840 1 1 1 1 1 1 1 1 1 1 1 1 1
840 4 4 4 4 4 NA 1 1 2 2 1 3 4
840 2 2 3 3 2 2 2 1 3 1 3 2 4
840 2 2 2 2 2 1 1 1 1 1 1 1 1
840 2 2 NA 3 2 3 3 4 4 3 3 3 4
840 3 3 3 3 3 2 2 2 2 1 2 2 2
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 3 3 3 3 3 2 2 1 1 1 2 3 3
840 3 2 2 2 1 4 4 4 4 1 4 4 4
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 3 3 3 3 3 2 2 2 2 2 2 3 3
840 3 3 2 4 3 2 2 1 3 2 2 4 1
840 3 3 3 3 4 3 2 2 NA 3 2 2 4
840 4 4 4 4 4 1 1 1 1 1 1 1 1
840 3 2 2 2 3 3 3 3 3 3 3 3 3
840 2 2 2 3 3 3 1 2 2 NA 2 3 3
840 3 2 2 3 NA 4 4 4 4 4 4 4 4
840 2 2 2 2 2 4 4 4 4 4 4 4 4
840 3 3 3 3 3 2 3 1 2 1 1 3 4
840 4 4 4 4 4 2 3 1 1 1 1 2 2
840 1 1 1 1 1 1 1 1 1 1 1 1 1
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 2 1 1 1 1 3 1 4 4 4 3 3 4
840 2 2 2 2 2 1 2 3 1 1 2 1 3
840 1 1 1 1 1 3 3 3 2 3 3 3 3
840 4 4 4 4 4 2 1 1 2 3 3 3 3
840 3 4 3 4 3 2 2 1 1 2 2 1 2
840 4 4 3 4 4 3 1 2 4 1 2 4 1
840 3 3 3 3 3 1 1 1 2 1 1 2 NA
840 4 4 4 4 4 1 1 1 1 1 1 1 1
840 3 2 3 3 2 3 2 3 3 3 2 4 3
840 4 3 3 3 3 2 1 1 2 1 1 2 1
840 3 2 3 3 3 2 2 2 3 2 3 3 3
840 3 3 3 3 3 2 1 2 2 1 3 2 3
840 1 1 1 1 1 1 1 1 1 1 1 1 1
840 4 4 4 4 4 1 2 2 3 1 2 1 2
840 2 2 3 3 3 NA NA NA NA NA NA NA NA
840 2 2 2 2 1 1 2 2 2 1 2 3 3
840 2 2 2 2 2 NA NA NA NA NA NA NA NA
840 3 2 3 3 2 1 1 2 2 1 2 2 2
840 2 1 2 2 2 1 4 2 2 4 2 1 1
840 2 2 2 2 2 2 3 4 3 3 2 4 2
840 3 3 3 3 3 2 1 1 1 2 1 2 1
840 3 3 3 3 3 2 1 3 3 1 3 2 2
840 4 4 4 4 4 2 1 1 2 2 2 2 1
840 3 3 3 3 3 2 1 1 2 1 1 3 3
840 3 2 3 3 3 3 4 2 4 3 3 4 4
840 2 2 2 3 3 3 2 3 3 2 3 2 3
840 3 3 3 3 3 2 1 3 2 1 2 1 2
840 3 1 3 NA 1 1 1 1 1 1 1 1 1
840 3 3 3 3 3 1 1 1 1 1 1 1 1
840 3 3 3 3 3 1 2 2 2 2 2 2 2
840 3 2 3 3 4 2 2 2 1 1 1 2 2
840 3 2 2 2 2 1 1 2 2 2 2 2 2
840 2 2 2 2 2 2 2 2 2 2 4 4 4
840 3 2 3 3 3 2 2 2 3 2 2 2 3
840 4 4 4 4 4 1 1 2 1 2 1 2 2
840 4 3 4 4 4 1 1 2 2 1 1 1 1
840 2 2 2 2 2 2 2 2 2 2 2 2 2
840 2 3 3 3 NA 3 2 2 3 2 2 2 2
840 3 2 2 2 2 3 3 1 2 1 2 2 2
840 4 4 4 4 4 1 1 1 1 1 3 3 3
840 2 1 4 4 3 4 4 4 4 4 1 4 4
840 3 2 3 3 3 2 1 2 2 1 1 2 3
840 4 4 4 4 4 2 1 1 2 1 3 3 2
840 3 3 3 3 3 1 2 2 2 1 2 2 2
840 1 1 1 3 3 NA NA NA NA NA NA NA NA
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 2 2 2 2 2 3 3 2 2 2 2 3 3
840 2 2 2 2 2 1 1 2 2 2 1 3 3
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 2 2 3 3 2 4 3 4 3 3 4 2 2
840 3 2 2 NA 3 2 2 2 2 2 2 2 2
840 3 3 3 3 3 2 3 3 3 2 2 3 3
840 3 2 2 3 3 4 4 3 3 3 3 3 3
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 3 2 3 3 2 2 3 3 3 3 3 2 3
840 2 2 2 2 2 4 3 3 4 2 3 2 4
840 2 2 2 2 2 2 1 1 1 1 1 1 1
840 3 2 3 3 3 2 1 2 1 1 2 2 2
840 3 3 3 3 3 4 2 4 4 2 3 3 4
840 3 3 3 4 3 2 3 2 2 3 3 3 3
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 3 3 4 4 4 2 3 2 3 3 2 3 4
840 3 3 2 4 3 3 3 2 3 3 3 3 3
840 3 2 3 3 2 4 3 3 4 4 4 3 4
840 3 3 3 3 3 2 3 4 4 3 4 4 4
840 1 1 1 3 1 4 4 4 4 4 4 4 4
840 3 3 3 4 4 2 2 3 3 3 4 4 4
840 3 3 3 3 3 2 2 3 3 3 3 3 3
840 4 4 4 4 4 2 1 1 1 1 1 NA 1
840 3 3 3 3 3 1 1 1 1 1 1 2 1
840 3 2 3 3 3 3 3 4 4 4 4 4 3
840 3 3 3 3 3 2 3 2 3 2 1 2 4
840 2 2 2 2 2 3 2 1 2 1 1 2 4
840 3 3 3 3 3 2 2 NA 3 2 2 3 3
840 3 3 3 3 3 1 1 1 1 1 1 1 1
840 3 2 3 2 3 3 3 3 3 3 3 3 3
840 3 3 3 3 3 2 3 2 4 1 2 1 2
840 3 3 3 3 3 3 3 3 3 3 3 3 3
840 3 3 2 3 3 2 2 1 3 2 2 2 2
840 2 2 3 3 3 1 2 2 1 1 1 2 1
840 2 2 3 3 3 2 3 3 2 3 3 3 2
840 3 3 3 3 3 3 3 2 4 3 2 3 4
840 3 2 3 3 3 2 2 2 2 2 2 2 2
840 2 2 2 2 2 3 2 2 4 3 3 4 4
840 4 4 3 4 4 2 1 1 2 1 1 2 2
840 1 1 1 1 3 1 2 2 1 1 1 1 2
840 3 3 3 3 3 2 2 2 2 2 1 3 3
840 3 3 3 4 4 1 1 1 1 2 1 2 2
840 3 3 3 3 3 1 2 1 2 1 2 2 3
840 3 2 2 3 2 2 1 2 3 3 2 2 3
840 4 4 4 4 4 1 2 3 3 1 1 2 1
840 3 NA 3 3 3 2 2 3 3 2 2 2 2
840 4 3 4 4 3 1 2 2 3 2 2 2 3
840 4 4 4 4 4 1 1 1 2 1 3 2 1
840 4 4 4 4 4 1 1 2 1 1 3 2 1
840 3 3 3 4 4 2 3 3 2 1 2 2 3
840 2 2 2 2 2 2 2 2 3 2 2 2 3
840 3 3 3 3 3 2 2 2 3 2 2 2 3
840 2 2 2 2 2 3 3 3 NA 2 2 3 2
840 4 2 4 3 3 2 2 3 2 3 2 2 1
840 3 3 3 3 3 2 2 3 3 2 3 3 4
840 3 2 3 3 3 1 1 2 2 2 1 1 3
840 3 3 3 3 3 2 2 3 2 2 2 3 1
840 4 4 4 4 4 3 3 3 3 3 3 3 3
840 3 4 4 4 4 1 1 1 1 1 1 1 1
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 4 3 4 3 3 1 1 3 3 1 2 3 4
840 3 3 3 3 4 1 1 2 2 1 1 2 2
840 4 4 4 4 4 2 1 2 2 2 1 1 2
840 4 4 4 4 4 1 1 1 2 2 1 1 2
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 3 3 3 3 3 2 2 3 3 2 4 2 3
840 4 4 4 4 4 1 1 2 1 1 2 1 2
840 2 2 3 2 2 2 2 3 3 3 3 3 3
840 3 3 3 3 3 1 1 1 2 NA 1 4 2
840 3 3 3 3 3 3 2 3 3 1 2 3 2
840 3 4 3 3 4 2 1 1 2 1 1 1 2
840 4 4 4 4 4 2 2 2 1 1 1 1 1
840 4 4 4 4 4 2 2 2 2 2 2 2 2
840 3 3 3 3 3 2 1 2 3 3 2 2 2
840 4 4 4 4 4 1 1 1 1 1 1 1 2
840 4 4 4 4 4 2 2 3 2 1 1 2 2
840 3 3 2 3 2 3 3 4 4 1 3 2 3
840 4 4 4 4 4 1 1 1 2 2 2 1 1
840 3 3 4 4 4 3 2 4 3 2 2 4 3
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 4 3 3 4 4 2 2 3 3 3 2 3 3
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 4 4 4 4 4 1 1 1 1 1 1 1 1
840 3 2 3 3 3 3 4 3 3 3 3 3 3
840 2 2 2 2 2 3 4 2 3 2 4 4 4
840 2 2 2 2 2 3 3 1 3 1 1 3 3
840 3 3 3 3 3 1 2 3 2 1 3 2 2
840 3 3 3 3 4 3 2 4 3 2 2 2 4
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 3 2 3 3 2 2 2 2 2 2 2 2 2
840 3 3 3 3 3 2 1 1 1 1 2 2 2
840 1 1 1 1 1 2 1 NA 3 1 4 2 3
840 3 2 3 3 2 4 2 3 3 2 2 3 4
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 3 3 2 3 3 NA NA NA NA NA NA NA NA
840 1 1 1 1 1 3 3 2 3 2 1 4 4
840 3 3 3 3 3 3 4 4 4 3 3 4 4
840 3 3 3 3 3 2 2 2 2 3 2 3 1
840 3 3 NA 4 4 3 3 4 3 3 2 4 4
840 4 4 4 4 4 2 1 1 2 1 1 1 1
840 1 1 1 1 1 1 1 1 1 1 1 1 1
840 2 2 2 2 2 1 1 1 1 1 1 1 1
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 4 4 4 3 4 2 2 2 2 2 2 2 2
840 4 4 4 4 4 2 2 2 2 2 2 2 2
840 1 1 1 1 1 4 4 4 4 4 4 4 4
840 4 4 4 4 4 1 1 1 1 1 1 1 1
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 1 1 4 3 2 1 1 1 1 2 NA 1 1
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 4 3 3 4 3 2 3 3 3 1 3 3 3
840 3 2 2 3 2 2 2 2 2 2 2 2 2
840 2 2 2 2 2 1 1 1 1 1 1 1 1
840 4 3 3 3 3 4 2 3 3 3 3 3 3
840 3 2 3 3 3 3 2 2 2 1 3 NA 2
840 2 3 3 3 3 3 3 2 2 2 2 2 3
840 1 1 3 3 3 1 3 2 2 1 1 2 4
840 1 1 1 1 2 3 3 3 3 2 3 3 3
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 3 3 3 3 3 3 3 3 3 3 3 3 3
840 2 2 2 2 3 4 4 3 4 3 4 4 4
840 3 3 3 3 3 4 4 4 4 4 4 4 4
840 3 3 3 3 3 4 4 3 3 4 4 4 4
840 4 4 4 4 4 1 1 1 1 1 1 1 1
840 4 3 3 4 4 3 2 2 3 3 2 3 2
840 4 4 4 4 4 2 1 2 3 1 1 2 3
840 4 3 3 3 2 2 1 3 2 1 1 2 4
840 2 2 2 3 3 1 3 2 4 4 1 4 4
840 3 2 2 2 2 2 2 2 3 2 3 NA 1
840 3 3 3 3 3 3 3 3 3 3 3 3 3
840 3 2 3 3 3 4 4 4 4 4 4 4 4
840 3 3 3 3 3 2 2 3 2 2 2 3 3
840 4 4 4 4 4 1 3 2 3 2 1 3 2
840 3 2 3 3 3 3 3 4 3 3 3 3 3
840 3 4 4 3 4 3 3 3 3 3 3 3 3
840 2 1 2 2 2 2 1 3 3 2 3 3 3
840 3 2 3 3 3 2 2 2 2 2 2 2 2
840 2 3 3 3 3 3 2 2 3 2 2 2 2
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 4 1 3 2 1 1 1 1 1 1 1 1 1
840 3 3 4 3 3 3 2 4 2 2 2 2 2
840 3 3 3 3 3 2 1 1 2 2 2 2 2
840 3 3 3 3 3 2 1 1 1 1 1 2 2
840 2 1 2 3 2 4 3 3 4 3 4 3 4
840 2 2 2 2 2 3 3 2 3 3 3 3 3
840 2 2 2 3 3 2 2 4 3 3 3 3 3
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 3 3 3 3 3 1 1 1 1 1 1 1 1
840 2 2 2 2 2 2 1 1 2 1 2 1 1
840 3 2 2 2 2 1 2 2 3 2 2 2 2
840 2 2 2 2 2 1 2 1 NA 1 2 4 3
840 1 1 1 1 1 4 2 3 3 3 1 4 3
840 1 1 1 1 1 1 2 2 2 4 4 NA 1
840 3 3 3 3 3 2 2 2 2 2 3 3 3
840 3 3 3 3 4 1 1 1 1 2 2 1 1
840 3 2 2 3 2 2 3 2 2 2 2 2 2
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 4 4 4 4 4 1 1 2 4 1 1 1 2
840 1 1 1 1 1 1 1 2 2 1 2 1 2
840 1 2 1 3 2 2 1 2 3 2 3 1 3
840 3 3 3 3 4 2 2 1 3 1 2 2 4
840 2 2 2 2 2 3 3 3 3 3 3 3 3
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 1 1 1 1 1 4 4 4 4 4 4 4 4
840 1 1 1 1 1 3 2 4 4 3 3 4 4
840 3 2 3 3 2 2 3 2 3 2 3 2 3
840 3 2 3 3 3 2 2 3 2 2 2 2 3
840 2 1 2 3 2 2 4 3 3 1 3 4 2
840 3 3 3 3 3 3 1 3 3 2 3 2 4
840 2 1 1 1 1 1 1 1 2 1 1 2 1
840 2 3 3 3 3 2 1 3 3 1 2 3 2
840 3 3 3 3 3 1 3 3 2 2 3 2 4
840 3 2 3 3 3 2 2 3 3 4 3 3 3
840 3 3 3 3 3 2 3 1 3 1 2 2 1
840 3 3 3 4 3 2 1 1 2 1 3 4 4
840 3 3 3 3 3 1 1 2 2 2 1 2 2
840 3 4 4 4 4 2 1 3 2 1 2 2 3
840 3 3 3 3 3 3 2 3 4 3 2 3 3
840 3 3 4 4 4 2 2 2 2 3 1 2 3
840 4 4 4 4 4 1 1 1 1 1 1 1 1
840 3 3 3 3 3 1 2 3 3 1 2 2 2
840 2 2 2 2 2 2 3 2 2 2 2 1 3
840 4 4 4 4 4 2 3 2 2 3 2 3 2
840 4 3 3 3 3 2 2 1 2 2 1 3 3
840 3 3 3 3 3 4 4 4 3 2 2 4 3
840 3 3 3 3 3 2 2 2 2 1 1 2 2
840 4 3 3 3 3 3 3 3 3 3 3 3 3
840 4 4 4 4 4 1 1 1 2 1 1 2 1
840 4 3 3 4 4 3 1 2 2 1 2 1 2
840 1 1 1 1 1 2 2 2 3 NA 4 3 3
840 1 1 1 1 1 1 2 1 1 3 4 3 3
840 3 3 3 3 3 3 3 3 3 2 1 2 2
840 4 4 4 4 4 1 2 1 1 1 1 1 1
840 3 2 3 3 3 2 3 2 2 1 1 2 4
840 4 4 4 4 4 4 4 4 4 4 4 4 4
840 3 3 3 3 4 2 3 1 2 3 2 2 2
840 2 1 1 2 3 1 1 1 2 1 1 1 2
840 3 3 2 3 3 1 1 1 1 1 1 1 1
840 2 2 3 3 3 1 2 2 2 1 2 1 2
840 3 3 3 3 3 2 1 1 2 2 1 2 1
840 4 3 3 4 4 2 2 2 2 1 1 2 1
840 3 3 3 3 3 2 3 3 3 2 3 3 3
840 1 1 1 1 1 1 1 1 1 1 1 1 1
840 3 3 3 3 3 NA NA NA NA NA NA NA NA
840 3 2 3 3 3 1 2 1 2 1 2 3 2
840 4 4 4 4 4 1 2 1 1 2 1 2 1
840 1 1 1 1 1 2 2 3 2 2 2 2 4
840 3 2 2 2 2 2 NA 2 2 2 2 2 2
840 3 3 3 3 3 1 2 2 2 1 1 2 2
840 3 2 3 3 3 3 3 3 3 2 3 3 3
840 1 1 1 1 1 4 4 4 4 4 4 4 4
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 3 2 NA 3 4 4 3 2 2 1 2 3 4
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 2 2 3 3 3 1 2 1 3 2 2 2 2
840 3 3 3 3 3 2 1 4 2 2 2 2 3
840 3 4 3 4 4 3 2 2 1 1 2 NA 4
840 1 1 1 1 1 3 3 3 4 4 4 4 4
840 3 3 3 3 3 2 2 1 2 1 1 2 2
840 3 3 3 3 3 1 1 1 1 1 1 1 1
840 3 3 2 3 3 1 2 2 1 2 3 2 3
840 4 4 4 4 4 2 2 2 2 2 2 2 2
840 4 3 3 3 3 3 3 3 3 3 3 3 3
840 3 2 2 3 2 1 1 1 1 1 1 1 1
840 4 2 4 4 4 4 3 2 1 2 3 4 3
840 3 3 3 3 3 2 3 2 2 1 4 3 2
840 4 3 4 3 3 1 2 1 1 1 1 1 1
840 4 4 4 4 4 1 2 2 1 2 2 3 3
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 NA NA NA NA NA NA NA NA NA NA NA NA NA
840 3 3 3 3 3 1 2 2 2 2 2 2 2
840 2 2 2 2 2 3 2 3 2 3 2 3 2
840 2 3 2 3 3 3 3 3 2 3 4 3 4
840 3 3 3 3 3 1 1 2 1 1 2 1 2
840 4 4 4 4 4 3 3 3 3 3 3 3 3
840 2 2 2 2 2 3 3 3 3 3 3 3 3
840 3 2 3 4 4 2 1 2 1 1 1 1 2
840 3 3 3 3 3 3 2 2 3 3 2 3 2
840 3 3 3 4 3 2 2 2 1 2 2 2 1
840 3 3 3 3 3 2 2 2 2 2 2 2 2
840 3 2 3 3 3 2 3 1 1 2 3 1 1
840 3 3 3 3 3 1 1 1 2 1 4 3 3
840 3 2 2 3 2 2 2 2 2 1 1 1 1
840 3 2 2 2 3 2 2 2 2 2 2 2 2
840 1 1 1 1 1 2 1 NA 1 1 2 2 1
840 1 1 3 2 2 2 2 2 2 2 2 2 2
840 3 2 3 3 2 2 3 3 3 1 2 1 2
840 2 2 2 3 3 2 1 2 1 2 2 2 2
840 3 2 2 3 3 2 2 1 2 1 2 2 2
840 3 3 2 4 3 2 1 2 3 NA 2 3 4
840 2 2 2 3 3 2 2 2 2 2 2 2 2
840 2 3 2 3 3 2 3 2 4 4 3 4 4
840 3 2 2 3 3 2 2 2 2 1 3 3 2
840 4 3 3 3 3 2 3 3 3 3 2 4 3
840 3 3 3 4 4 1 1 2 2 1 2 2 1
840 4 3 4 4 4 2 1 1 2 2 3 2 1
840 4 3 4 3 4 1 1 1 2 1 2 1 1
840 4 4 3 4 3 1 2 1 1 1 2 2 2
840 4 4 4 4 4 1 2 2 2 1 3 4 3
840 3 1 2 3 3 3 1 2 3 1 4 2 4
840 3 3 3 3 3 1 1 3 2 1 2 3 2
840 2 2 2 2 2 2 2 2 2 2 2 2 2
840 2 3 3 3 3 1 1 2 2 1 3 2 1
